"","1","2","3"
"1",0.844100659446102,0.100408860741147,0.055490479812751
"2",0.856032083986744,0.0933912961451698,0.0505766198680863
"3",0.869875615823628,0.08510823835821,0.0450161458181624
"4",0.882657861074049,0.0773402541061782,0.0400018848197732
"5",0.895985893230426,0.0691141645890519,0.0348999421805221
"6",0.90942319137946,0.0606907770477719,0.0298860315727678
"7",0.922313790349018,0.052486228562882,0.0251999810881002
"8",0.934350454985663,0.0447120265348047,0.0209375184795323
"9",0.946455161893016,0.036779986099805,0.0167648520071787
"10",0.962111883922211,0.0263438528011775,0.0115442632766118
"11",0.971615636743981,0.0199094422331758,0.00847492102284338
"12",0.980517348782096,0.0137951700138884,0.00568748120401522
"13",0.987554243823067,0.0088940554561332,0.00355170072080012
"14",0.990889165031902,0.00655379658453267,0.00255703838356538
"15",0.992460905924108,0.00545651068981259,0.00208258338607899
"16",0.99350645143562,0.00474753900763362,0.00174600955674659
"17",0.992602505391757,0.00543944280474965,0.00195805180349312
"18",0.98723087475235,0.00949847144707965,0.00327065380057047
"19",0.981972399146007,0.0134904193425815,0.00453718151141113
"20",0.971904281007331,0.0212150699486281,0.00688064904404129
"21",0.95861642661618,0.0315343434261099,0.00984922995771052
"22",0.940867403713169,0.0454934830569191,0.013639113229912
"23",0.912242470299741,0.0684147790106067,0.0193427506896526
"24",0.894290913923139,0.082885819584434,0.022823266492427
"25",0.86509477089434,0.106797196389089,0.0281080327165718
"26",0.834498203374477,0.132218483235108,0.0332833133904153
"27",0.797032638635193,0.163790473027308,0.0391768883374993
"28",0.759345860892016,0.196058601718341,0.0445955373896434
"29",0.717075369599261,0.232813127563114,0.0501115028376243
"30",0.670527250139135,0.273962217377953,0.0555105324829119
"31",0.62101375920387,0.318530489519307,0.0604557512768227
"32",0.562919044546356,0.371844729843605,0.0652362256100388
"33",0.464463368594983,0.464766834619967,0.0707697967850494
"34",0.406614036592113,0.520879833988657,0.0725061294192304
"35",0.366009320166979,0.561535973266791,0.07245470656623
"36",0.378304400736902,0.480230964503911,0.141464634759187
"37",0.304380840438571,0.624863198686049,0.0707559608753801
"38",0.253643497889836,0.678369947816631,0.0679865542935336
"39",0.213353062805097,0.722268250268079,0.0643786869268237
"40",0.184655122226845,0.75458730330464,0.0607575744685152
"41",0.152708407385466,0.791456682329284,0.0558349102852503
"42",0.137572275567027,0.809513024203849,0.0529147002291243
"43",0.110663059920972,0.842064471151019,0.0472724689280092
"44",0.0884064751706631,0.87012828548803,0.0414652393413074
"45",0.0674092344726062,0.897503423429647,0.0350873420977466
"46",0.0393375054979197,0.936311483045391,0.0243510114566897
"47",0.0345982996561969,0.943098311162059,0.0223033891817437
"48",0.0196564115836785,0.965694211770651,0.0146493766456704
